V1,subj_idx,subnum_J,turkId,PrivateID,Direction,PDI,PDI_GROUP,CAPS,CAPS_GROUP,ASI,ASI_GROUP,dospert,DOSPERT_GROUP,samples,SAMPLES_GROUP,ranks,gender,language,education,religion,crtFamiliarity,verbalReasoning,wordSum,crt,intuitive,cape,pdiDichot,beadsDraws,DTD_GROUP,la_bead,adj_3,adj_6,adj_9,overAdjust,ipr,pr,bade,evidenceInt,evidIntImp,bace,posResp,la_bade,attempts,unchanged_bade,unchanged_bead,checks_passed,inattentive,unresponsive,check_match,drift_rate,decision_trheshold,trial,rt,response
2115,bgqjqa,512,A212OY08MFDGU3,1650211,Left,26,HPDI,0,LCAPS,0,LASI,129,HDOSPERT,5.5,HSAM,5.833333333,0,1,2,75,5,1,.571428571,.571428571,.428571429,4,4,9,LDTD,62,0,0,0,0,45.5,4.5,-.21125,1.48125,.92875,.24375,3.8225,.4625,0,4,0,3,False,False,True,1.485905976,1.850964758,1,.883665172413793,.931034482758621
236,gpqqou,182,A33JJY3A6V90QM,1650220,Right,7,LPDI,0,LCAPS,2,LASI,59,LDOSPERT,3.166666667,LSAM,6.333333333,0,1,1,100,1,.5,.5,.428571429,.571428571,1,1,9,LDTD,100,0,0,0,0,50,0,-.475,.05875,.3825,.2625,3.45375,.31375,0,0,0,3,False,False,True,1.010035154,1.843180315,1,1.33742,.8
2857,ywcjhx,384,A3N5RLYH05PY8L,1650236,Left,10,LPDI,11,LCAPS,4,LASI,61,LDOSPERT,6.166666667,HSAM,5.75,0,1,1,100,5,.75,.428571429,.857142857,0,0,1,12,HDTD,90,0,0,0,0,68,12.5,-.94625,-.225,.405,.12375,4.965,.39875,0,0,0,3,False,False,True,.344352611,1.198858349,1,.850292666666667,.6
416,thwpqb,470,A1VKND3W5E5W1S,1650241,Left,20,LPDI,39,HCAPS,15,HASI,57,LDOSPERT,3.666666667,LSAM,6,0,1,4,100,3,1,.928571429,0,.714285714,0,2,9,LDTD,76,0,0,0,0,50.5,.5,-.18625,1.25375,.89875,.28625,3.95125,.415,0,0,0,3,False,False,True,.532813484,4.359679262,1,3.749584,.8
2801,owgdgg,447,A12NO2MNOIREXA,1650452,Left,26,HPDI,85,HCAPS,12,HASI,52,LDOSPERT,6.166666667,HSAM,6.416666667,1,1,3,70,5,.75,.428571429,.857142857,.142857143,4,3,12,HDTD,65,-9,-5,-5,-19,47.5,.5,-.39875,.45625,.56125,.38875,4.00125,.1875,0,0,0,2,False,False,True,.765881146,1.424393923,1,1.07380733333333,.733333333333333
3151,zvcphw,670,AYIFHDQSXQJ6B,1650514,Left,48,HPDI,33,HCAPS,7,HASI,77,LDOSPERT,6.333333333,HSAM,6.25,0,1,2,50,5,.25,.642857143,.428571429,.571428571,4,5,11,HDTD,76,0,0,0,0,50,0,-.72875,.10625,.47875,.20375,4.4175,.3725,1,0,1,3,False,False,True,-.168487493,2.298824462,1,2.04462266713333,.5
86,qfbcvl,277,A38QGJJOZANQ4B,1651458,Left,26,HPDI,32,HCAPS,13,HASI,119,HDOSPERT,2,LSAM,6.833333333,1,1,2,0,4,1,.5,.285714286,.714285714,3,3,8,LDTD,75,0,0,2,2,50.5,12.5,-.4025,1.44375,.89625,.355,4.13875,.52375,0,1,0,3,False,False,True,1.54675761,1.612477296,1,.929981,.9
2593,rqzuyt,43,A1SSYN7TXMTJS4,1651774,Left,6,LPDI,0,LCAPS,2,LASI,68,LDOSPERT,6,HSAM,7.5,1,1,3,100,5,.25,.785714286,0,1,0,1,3,LDTD,25,0,0,0,0,24,26,-.575,-.5125,.26625,.405,3.57875,.2075,1,0,1,3,False,False,True,.11016385,1.594493861,1,1.20127775862069,.482758620689655
386,pqddtd,417,A110KENBXU7SUJ,1652166,Right,39,HPDI,20,HCAPS,5,LASI,55,LDOSPERT,3.666666667,LSAM,4.833333333,1,1,1,50,5,1,1,.857142857,.142857143,4,4,9,LDTD,83,0,0,0,0,57.5,7.5,-.32375,.4325,.575,.405,3.315,.3475,1,0,0,3,False,False,True,1.832776737,3.171728106,1,1.25982266666667,.966666666666667
1579,ybozno,773,A1JJNB108BPMRN,1652284,Left,44,HPDI,62,HCAPS,14,HASI,95,HDOSPERT,5,LSAM,7.5,0,1,2,60,5,1,.928571429,.857142857,.142857143,7,7,10,HDTD,67,-3,0,0,-3,50.5,.5,-.37375,.55125,.61,.38,3.40125,.3675,0,0,0,3,False,False,True,.848391895,2.400927549,1,1.870948,.833333333333333
2323,kpctlo,744,A2JTIULYK1B15I,1653104,Left,6,LPDI,8,LCAPS,0,LASI,50,LDOSPERT,5.833333333,HSAM,7,0,0,4,10,4,1,1,.714285714,.142857143,1,1,10,HDTD,50,0,-1,-1,-2,50,.5,-.2525,.995,.81625,.32625,3.9675,.39875,0,0,0,3,False,False,True,.652570907,2.373154944,1,2.20084766666667,.8
2622,xzlmtw,7,A4CHLWPHZIP7Y,1653229,Left,22,HPDI,50,HCAPS,10,HASI,71,LDOSPERT,6,HSAM,4.833333333,0,1,3,40,5,1,.857142857,.857142857,.142857143,3,2,12,HDTD,75,-5,0,0,-5,51,.5,-.45,1.14,.8675,.22125,4.7225,.45,0,0,0,3,False,False,True,2.095873556,.919050827,1,.757836896551724,.862068965517241
3209,jscpfy,702,A2RRDATXKQ8HHC,1653334,Right,38,HPDI,4,LCAPS,6,LASI,84,HDOSPERT,6.333333333,HSAM,6.166666667,1,1,3,10,3,.75,.857142857,.857142857,0,3,5,12,HDTD,71,-4,-1,-4,-9,60,5.5,-.36375,.475,.64,.315,3.42625,.37625,0,0,0,3,False,False,True,.990405768,2.840370964,1,1.5547955,.9
997,risblr,245,A2HHKBW8HQWI66,1653340,Right,0,LPDI,0,LCAPS,0,LASI,51,LDOSPERT,4.666666667,LSAM,6.5,1,1,3,0,5,.75,.928571429,1,0,0,0,8,LDTD,55,-4,0,0,-4,50.5,.5,-.1625,.85,.63375,.41125,2.75,.31625,0,1,0,3,False,False,True,1.04632568,2.177612156,1,1.431597,.933333333333333
645,pbzaob,129,A1DKVUTOBPQH11,1653354,Left,29,HPDI,47,HCAPS,17,HASI,75,LDOSPERT,4.333333333,LSAM,6.833333333,1,1,3,100,1,1,.714285714,1,0,3,4,12,HDTD,88,0,0,0,0,73.5,10,-.3575,.6375,.75875,.41375,3.7075,.38375,1,0,0,3,False,False,True,3.327768843,.986483123,1,.648110166666667,.933333333333333
1027,xuvolq,726,A2DNLHS1RSTF5R,1653359,Right,24,HPDI,4,LCAPS,0,LASI,67,LDOSPERT,4.666666667,LSAM,6.166666667,0,1,4,100,4,.75,.428571429,.714285714,.285714286,1,3,8,LDTD,74,-9,0,0,-9,50.5,.5,-.18375,.69875,.74125,.5,3.08,.41875,0,0,0,3,False,False,True,.517918845,1.758197212,1,1.41535111111111,.777777777777778
3883,xjjczg,275,A22DL4DE4DYB0,1653378,Left,0,LPDI,0,LCAPS,5,LASI,57,LDOSPERT,7.333333333,HSAM,5.333333333,1,1,3,0,5,1,.714285714,.428571429,.571428571,0,0,9,LDTD,77,-11,-9,-10,-30,49,1,-.60875,.3275,.5725,.2425,4.38375,.3675,0,0,0,3,False,False,True,.602711356,2.815848174,1,2.07743913793103,.724137931034483
3358,rsbjpk,344,A1YGF0LJJGB30G,1653394,Right,35,HPDI,0,LCAPS,0,LASI,96,HDOSPERT,6.5,HSAM,5,1,1,1,0,3,.75,.857142857,0,1,4,4,14,HDTD,85,0,0,0,0,50.5,.5,-.39125,.23375,.6675,.35125,3.6525,.44875,0,0,0,3,False,False,True,.415384884,2.823082873,1,2.09966333333333,.633333333333333
1759,chlelw,903,A2YVC1U50H2B4R,1653404,Left,6,LPDI,8,LCAPS,5,LASI,78,LDOSPERT,5.333333333,LSAM,5.666666667,0,1,3,10,5,.25,.714285714,.714285714,.285714286,0,1,3,LDTD,51,0,0,0,0,56,.5,-.3725,.55375,.645,.3975,3.8525,.29375,0,1,1,3,False,False,True,1.936339827,1.377427315,1,.922794666666667,.9
2741,ojdilv,919,A1SX9DT3XHX845,1653408,Left,0,LPDI,25,HCAPS,9,HASI,89,HDOSPERT,6,HSAM,5.583333333,1,1,2,0,3,.25,.857142857,.714285714,.285714286,0,0,3,LDTD,40,0,0,0,0,50,10,-.6325,.28125,.7225,.1625,4.4975,.45875,0,1,2,3,False,False,True,.654098751,3.620580236,1,2.8679425,.833333333333333
2533,lrhtwt,255,AVJUIF9QHQRY8,1653413,Left,43,HPDI,35,HCAPS,17,HASI,86,HDOSPERT,5.833333333,HSAM,5.666666667,0,1,2,100,1,0,.571428571,.714285714,.285714286,3,6,4,LDTD,66,-9,0,-12,-21,65.5,8,-.22,1.25875,.89625,.27875,3.7925,.49125,1,0,0,3,False,False,True,-.046388868,2.582048683,1,2.65046366666667,.5
3942,cxuuil,105,AMX5R6NLYNA2K,1653459,Right,40,HPDI,14,HCAPS,6,LASI,92,HDOSPERT,7.333333333,HSAM,5.75,1,1,3,55,5,.25,.714285714,.857142857,0,3,4,3,LDTD,20,-5,0,-5,-10,57.5,5.5,-.56125,.31375,.54375,.3475,3.83625,.395,0,0,0,3,False,False,True,.66571773,2.426173439,1,1.8137325,.9
1054,syonmu,246,A2IQ0QCTQ3KWLT,1653481,Left,8,LPDI,33,HCAPS,3,LASI,90,HDOSPERT,4.666666667,LSAM,6.583333333,0,1,1,50,4,0,.5,.142857143,.857142857,2,2,8,LDTD,77,0,0,0,0,56,.5,-.81375,-.61375,.20375,.24875,3.4575,.19625,0,1,0,3,False,False,True,4.515587393,2.055627588,1,.715919833333333,1
266,ovrhkb,405,A1AF6EW9YUMER9,1653654,Left,4,LPDI,0,LCAPS,4,LASI,60,LDOSPERT,3.166666667,LSAM,5.666666667,1,1,4,0,5,.5,.928571429,1,0,1,1,11,HDTD,70,-5,-5,-5,-15,60,5,-.33125,.53,.58875,.38625,3.45,.29125,0,2,0,3,False,False,True,2.994320783,3.582048819,1,1.1041335,.966666666666667
1114,rhgskd,89,A3DKYNYN50FYFY,1653736,Left,71,HPDI,0,LCAPS,6,LASI,146,HDOSPERT,4.666666667,LSAM,6.166666667,1,1,3,100,5,1,1,1,0,4,7,8,LDTD,55,-2,-2,-1,-5,53.5,.5,-.4875,.22625,.4925,.18375,4.1925,.23875,0,0,0,3,False,False,True,.876468728,1.556836453,1,1.51586666666667,.9
3622,lcmhui,45,A3UZW1NTOX6I15,1653782,Left,28,HPDI,0,LCAPS,4,LASI,70,LDOSPERT,6.833333333,HSAM,5.833333333,1,1,3,90,3,.25,.571428571,.428571429,.571428571,2,2,8,LDTD,60,0,0,0,0,50,10,-.71,-.75875,.1475,.3925,3.2875,.1475,1,0,2,3,False,False,True,.434350149,2.220914826,1,3.10870840909091,.772727272727273
326,lzfgvv,660,A11EL5LWS2L1HX,1653785,Right,21,LPDI,0,LCAPS,0,LASI,44,LDOSPERT,3.333333333,LSAM,6.583333333,0,0,1,60,4,.5,.5,.285714286,.714285714,3,3,9,LDTD,63,-1,-2,0,-3,52.5,1,-.3,1.10875,.86625,.31,4.01625,.46375,0,0,0,3,False,False,True,.665768766,2.854611391,1,1.999696,.866666666666667
3443,osioix,697,A110BZSDZN7E16,1653919,Right,16,LPDI,0,LCAPS,0,LASI,77,LDOSPERT,6.666666667,HSAM,5.916666667,1,1,1,100,4,1,.571428571,.714285714,.285714286,1,2,8,LDTD,59,-4,-4,-3,-11,53.5,0,-.77,1.1E-016,.4,.35375,4.1875,.33625,0,0,0,3,False,False,True,.83639481,3.02107043,1,2.10243483333333,.9
3061,zrlvor,859,A3KAW0XBBXOQQY,1653983,Left,48,HPDI,129,HCAPS,27,HASI,64,LDOSPERT,6.333333333,HSAM,6.75,0,1,4,100,4,.75,.571428571,.285714286,.714285714,5,5,12,HDTD,100,0,0,0,0,56.5,.5,-.3525,1.355,.89625,.225,4.38625,.4575,0,3,0,3,False,False,True,1.2889283,.971545737,1,.797492333333333,.9
2971,zyeczc,467,A3EUGO4VR2N4G1,1654074,Left,5,LPDI,12,LCAPS,14,HASI,114,HDOSPERT,6.166666667,HSAM,6.5,1,1,3,0,5,1,.642857143,.714285714,.285714286,0,1,7,LDTD,57,-5,-3,-2,-10,58,.5,-.425,.28375,.445,.35,2.9975,.2225,0,0,0,3,False,False,True,1.210225535,3.599918776,1,2.24828083333333,1
790,jfvqvl,40,AT7QJKGCPSO6J,1654153,Left,30,HPDI,9,LCAPS,6,LASI,61,LDOSPERT,4.5,LSAM,5.333333333,1,1,3,50,5,1,.857142857,.857142857,.142857143,3,4,14,HDTD,90,-2,-4,-1,-7,59,.5,-.57375,-.04,.3375,.3675,3.1,.21,0,0,0,3,False,False,True,1.308781315,2.65982372,1,1.83509166666667,.966666666666667
3121,ozqonn,478,A2KRL7VU5BA72,1654261,Left,151,HPDI,198,HCAPS,24,HASI,75,LDOSPERT,6.333333333,HSAM,6.666666667,1,1,4,50,5,1,.571428571,.428571429,.571428571,12,16,12,HDTD,100,-4,-11,3,-12,49.5,1,-.17125,.86875,.75875,.365,3.3775,.3825,0,0,0,3,False,False,True,2.049051148,1.388522641,1,.848948,.9
1410,mqzabn,499,APY7YO8CH0ZDP,1654311,Right,11,LPDI,29,HCAPS,17,HASI,66,LDOSPERT,5,LSAM,6.25,0,1,1,100,5,.25,.357142857,0,.714285714,1,2,4,LDTD,75,2,0,-2,0,93.5,41.5,-.7725,-.16625,.30375,.32625,3.7525,.19125,0,0,0,3,False,False,True,.164310774,2.004003192,1,1.69340586956522,.565217391304348
675,lrkrzo,280,A1R0689JPSQ3OF,1654393,Left,107,HPDI,46,HCAPS,5,LASI,135,HDOSPERT,4.333333333,LSAM,6.333333333,1,1,3,10,5,1,.642857143,.857142857,.142857143,10,11,11,HDTD,67,0,0,-1,-1,50.5,.5,-.2975,.77,.74875,.3,4.3725,.345,0,0,0,3,False,False,True,1.011346007,2.482957224,1,1.59292533333333,1
1879,vipjax,350,A2W3KKNN3CAY66,1654406,Right,33,HPDI,49,HCAPS,16,HASI,119,HDOSPERT,5.333333333,LSAM,5.5,0,1,2,90,5,.75,.428571429,.857142857,.142857143,4,6,9,LDTD,63,-10,-7,-7,-24,57,6.5,-.495,.09625,.535,.37,4.17875,.22625,1,0,0,3,False,False,True,2.32034999,1.543041813,1,.946948333333333,.9
848,cmfwuk,278,A3B9OZQTE4US3T,1654502,Right,0,LPDI,0,LCAPS,0,LASI,67,LDOSPERT,4.5,LSAM,6.5,1,1,3,0,3,0,.714285714,.428571429,.285714286,0,0,3,LDTD,20,-6,-5,-4,-15,68,18,-.57,.3875,.6175,.2325,4.16625,.38625,1,1,0,2,False,False,True,.7345901,1.938056545,1,1.51855948275862,.793103448275862
146,cmlust,340,A3MCGKRH5KEZR8,1654566,Left,0,LPDI,7,LCAPS,3,LASI,118,HDOSPERT,2.666666667,LSAM,5.083333333,1,1,1,0,4,1,.642857143,.571428571,.285714286,0,0,8,LDTD,100,0,0,0,0,65,0,-.59375,.34625,.65,.185,4.545,.4375,2,1,0,3,False,False,True,2.496641451,1.402755866,1,.800932833333333,.966666666666667
3328,ppsour,737,A3VDG4N48AVYGQ,1654818,Left,8,LPDI,9,LCAPS,15,HASI,84,HDOSPERT,6.5,HSAM,5.75,1,1,3,1,4,1,.857142857,.285714286,.571428571,1,1,9,LDTD,86,0,0,0,0,73,10,-.51375,.59,.60375,.25,4.175,.40125,0,0,0,3,False,False,True,.868823719,2.998277399,1,2.10347333333333,.833333333333333
1232,hguzcl,505,A3KC385CZNYEG5,1655000,Right,39,HPDI,295,HCAPS,28,HASI,77,LDOSPERT,4.833333333,LSAM,5.916666667,0,1,3,0,5,1,1,.571428571,.428571429,4,3,5,LDTD,74,0,0,0,0,51,1,-.10875,1.2025,.85625,.37,3.2025,.43875,0,0,0,3,False,False,True,1.172863128,1.884515476,1,1.61765333333333,.933333333333333
4032,gmwdma,588,AUZ3YWTVBISNH,1655164,Right,34,HPDI,39,HCAPS,11,HASI,77,LDOSPERT,7.5,HSAM,4.166666667,1,1,1,100, ,.5,.571428571,.285714286,.714285714,3,4,7,LDTD,75,0,0,0,0,67.5,20,-.09625,.92625,.8175,.39,3.41875,.29375,1,2,0,3,False,False,True,2.424470508,2.209386832,1,1.04715516666667,.933333333333333
3592,indvrp,754,A332S5HG3XL6TE,1655201,Left,18,LPDI,0,LCAPS,0,LASI,70,LDOSPERT,6.833333333,HSAM,6.166666667,0,1,3,45,4,1,.714285714,.714285714,.285714286,2,2,13,HDTD,64,-1,-2,-1,-4,57,.5,-.5425,.465,.6025,.1,4.7075,.31125,0,0,0,3,False,False,True,1.00658427,2.470547342,1,1.9309065,.9
1202,fjuvtn,254,AUFOO8PU2BK37,1658370,Right,0,LPDI,19,HCAPS,0,LASI,69,LDOSPERT,4.833333333,LSAM,6.333333333,0,1,3,0,5,.5,.428571429,.142857143,.714285714,0,0,8,LDTD,49,0,0,0,0,61.5,1,-.18125,1.355,.90625,.2075,3.89375,.4,1,1,0,2,False,False,True,3.354613568,3.361040343,1,.785420666666667,.966666666666667
3853,tabwjc,553,A2RTJ6BDY0DZVZ,1658744,Right,39,HPDI,65,HCAPS,15,HASI,59,LDOSPERT,7.166666667,HSAM,5.25,0,1,3,90,5,1,.642857143,.857142857,.142857143,4,4,8,LDTD,75,0,-5,0,-5,40,12.5,-.73,-.81375,.11,.305,3.47625,.08625,0,0,0,3,False,False,True,2.886993306,3.357223037,1,.9959265,.966666666666667
296,embpwk,682,A3696JXTRKL2FI,1659330,Left,0,LPDI,0,LCAPS,2,LASI,84,HDOSPERT,3.166666667,LSAM,7,1,1,3,0,5,.75,.785714286,.857142857,.142857143,0,0,11,HDTD,67,-1,-4,0,-5,53.5,0,-.465,.75875,.68875,.30625,4.14375,.39625,0,0,0,3,False,False,True,1.393752807,1.054109055,1,.680367833333333,.9
436,ybyomq,811,A23PQPECIUVKHC,1659695,Left,14,LPDI,0,LCAPS,14,HASI,91,HDOSPERT,3.833333333,LSAM,3.666666667,1,0,3,100,3,1,.642857143,.857142857,.142857143,2,3,8,LDTD,63,0,0,0,0,50,1,-.695,-.10875,.435,.205,4.2,.3775,0,0,0,3,False,False,True,.748101535,1.490975345,1,1.07086206896552,.793103448275862
1789,xoifrj,823,A2R94TPU1TG9OR,1659845,Left,25,HPDI,0,LCAPS,6,LASI,83,HDOSPERT,5.333333333,LSAM,4.833333333,1,1,4,1,5,1,.857142857,.857142857,.142857143,3,3,13,HDTD,63,0,0,0,0,49.5,.5,-.1075,.99375,.7975,.3475,3.40625,.29625,0,0,0,3,False,False,True,.98618547,1.451931203,1,1.08263333333333,.866666666666667
3239,cnjmeh,808,ANWY0TG55MWW9,1659902,Right,0,LPDI,40,HCAPS,25,HASI,84,HDOSPERT,6.333333333,HSAM,5.75,1,0,3,100,1,.75,.785714286,.571428571,.285714286,0,0,13,HDTD,60,0,0,0,0,54.5,5.5,-.00125,1.8025,1.0775,.32875,3.91,.4575,0,1,0,2,False,False,True,1.191795428,2.574704279,1,1.55770533333333,.933333333333333
2941,ckddfy,144,A2AY4ZM3Y9BTYZ,1660038,Left,0,LPDI,13,HCAPS,9,HASI,97,HDOSPERT,6.166666667,HSAM,5.833333333,1,1,3,20,5,.25,.928571429,.428571429,.571428571,0,0,11,HDTD,60,-5,-1,0,-6,49.5,.5,-.4625,.60375,.645,.305,4.15,.3525,0,0,0,3,False,False,True,1.796173451,1.69017298,1,1.59139733333333,.9
356,klvhym,156,A1TYDVHEFPZC86,1660374,Right,0,LPDI,51,HCAPS,4,LASI,76,LDOSPERT,3.333333333,LSAM,5.666666667,0,1,3,95,3,.75,.857142857,.714285714,.285714286,0,0,28,HDTD,68,-6,-12,-13,-31,52.5,1,-.48375,1.16125,.8175,.0625,4.53,.4825,0,0,0,3,False,False,True,.17353678,2.05429379,1,1.84910916666667,.6
3388,roxghf,341,A2EH0DH8QM4ZSB,1664714,Right,57,HPDI,13,HCAPS,25,HASI,103,HDOSPERT,6.5,HSAM,6.166666667,1,1,2,50,4,1,.357142857,.714285714,.285714286,5,5,12,HDTD,100,-6,0,0,-6,74,0,-.735,-.21125,.3025,.46,3.50125,.1575,0,1,0,3,False,False,True,.975524852,1.123022016,1,.469674807692308,.730769230769231
3503,hzcjce,179,A10AUPF8B5NJPC,1664950,Left,10,LPDI,7,LCAPS,7,HASI,96,HDOSPERT,6.666666667,HSAM,5.333333333,1,1,5,75,3,.5,.928571429,.714285714,.142857143,1,1,8,LDTD,75,-13,-3,0,-16,58,1,-.20125,1.44625,1.045,.285,4.1925,.5525,0,0,0,3,False,False,True,1.664956171,1.522257276,1,.9733535,.833333333333333
1699,pwiuch,161,A3R5OJR60C6004,1666583,Right,4,LPDI,5,LCAPS,4,LASI,68,LDOSPERT,5.333333333,LSAM,6.666666667,1,1,3,90,1,.5,.928571429,.285714286,.571428571,1,1,9,LDTD,64,0,0,0,0,54,8,-.3325,.7,.77,.33125,4.11375,.36,0,0,0,3,False,False,True,1.804584971,2.748212047,1,1.4844,.9
967,zdsvph,404,AR117V5SHH230,1667188,Left,16,LPDI,6,LCAPS,4,LASI,133,HDOSPERT,4.5,LSAM,6.416666667,1,1,3,75,5,.75,.714285714,.857142857,.142857143,1,2,11,HDTD,55,1,-2,-2,-3,51,.5,-.1225,1.19625,.87875,.35375,3.1525,.5,0,0,0,3,False,False,True,.809289833,1.655898661,1,.9286045,.9
1609,yhglrj,271,APNTEGPF7QZQI,1667540,Left,0,LPDI,0,LCAPS,0,LASI,43,LDOSPERT,5.166666667,LSAM,6.833333333,0,1,3,99,4,.75,.785714286,.428571429,.428571429,0,0,9,LDTD,98,-7,-6,-6,-19,63.5,1.5,-.5925,-.7575,.1425,.49125,2.99375,.13625,0,0,0,3,False,False,True,1.482675988,1.290246145,1,.991106166666667,.866666666666667
2831,ypqpaq,450,A1P0XSCJ9XAV74,1667645,Right,11,LPDI,0,LCAPS,3,LASI,57,LDOSPERT,6.166666667,HSAM,6.5,0,1,3,100,5,.25,.571428571,.428571429,.571428571,0,1,9,LDTD,76,-25,0,0,-25,50,.5,-.55625,-.6825,.15875,.2225,3.02,.15125,0,2,0,3,False,False,True,1.022411182,6.063535589,1,3.61242365384615,.923076923076923
2293,xkmalc,699,ASUYD8BPYM85M,1668399,Left,26,HPDI,6,LCAPS,3,LASI,129,HDOSPERT,5.666666667,HSAM,6.75,1,1,1,0,5,1,.785714286,.714285714,.285714286,2,4,13,HDTD,85,0,-10,-8,-18,50,0,-.4575,.43625,.60375,.4075,3.59125,.3525,0,0,0,3,False,False,True,1.314251099,1.146043605,1,.7139705,.9
3704,gvruny,662,A37GUFW4K6A1C8,1669416,Left,0,LPDI,28,HCAPS,2,LASI,145,HDOSPERT,6.833333333,HSAM,6.333333333,0,1,2,98,5,.25,.5,.428571429,.571428571,0,0,12,HDTD,75,0,0,0,0,49,1,-.76,-.5475,.18125,.2875,3.6075,.08875,0,0,1,3,False,False,True,.510703969,3.118913778,1,2.8624975862069,.827586206896552
465,uuzihi,415,A1Y3OOUMS1ZYXL,1669614,Left,78,HPDI,36,HCAPS,9,HASI,78,LDOSPERT,4,LSAM,6.416666667,1,1,4,20,5,.75,1,1,0,9,10,17,HDTD,74,-1,-1,-2,-4,53,.5,-.0775,1.7125,1.11625,.27125,4.39125,.5,0,0,0,3,False,False,True,.542026072,2.392814765,1,2.04106466666667,.833333333333333
937,xorxyg,281,A1XPUUD0HLD6HB,1669740,Right,64,HPDI,28,HCAPS,10,HASI,89,HDOSPERT,4.5,LSAM,7.5,1,1,1,100,5,.75,.857142857,.857142857,.142857143,3,5,9,LDTD,76,0,0,0,0,50.5,1,-.3925,.035,.365,.4725,3.1825,.21375,0,0,0,3,False,False,True,1.635865314,2.072055529,1,1.11896666666667,.966666666666667
1350,fjsylp,493,A2KI0ORVSCIUK7,1670716,Left,16,LPDI,78,HCAPS,15,HASI,99,HDOSPERT,4.833333333,LSAM,7,1,1,1,0,4,1,.5,.285714286,.714285714,1,2,7,LDTD,63,0,-4,-4,-8,56.5,.5,-.745,-.5475,.1575,.2625,3.1025,.14875,0,0,0,3,False,False,True,1.173873822,3.559090375,1,2.20870983333333,.966666666666667
3763,deppba,148,APXNY64HXO08K,1674524,Left,17,LPDI,25,HCAPS,11,HASI,77,LDOSPERT,7,HSAM,6.166666667,0,1,1,99,5,1,.642857143,.714285714,.142857143,1,2,8,LDTD,94,0,0,0,0,55.5,.5,-.0625,1.54375,1.0475,.31375,4.12875,.4025,0,1,0,3,False,False,True,1.095631864,1.50179093,1,1.325643,.8
555,kuskuo,743,A221L64A30LW7Z,1677271,Left,5,LPDI,11,LCAPS,7,HASI,96,HDOSPERT,4.166666667,LSAM,5.75,1,1,3,0,5,.5,.857142857,.857142857,.142857143,0,1,7,LDTD,49,0,0,0,0,64.5,23.5,-.25625,-.2125,.3925,.4675,3.48375,.03,1,0,0,3,False,False,True,.71022106,1.700091671,1,1.12760366666667,.866666666666667
585,pabash,532,A4IH4CO046EV3,1683497,Right,0,LPDI,0,LCAPS,2,LASI,117,HDOSPERT,4.166666667,LSAM,6.5,1,1,2,0,5,1,1,1,0,0,0,13,HDTD,100,0,0,0,0,57,0,-.355,.91625,.74875,.3675,3.89875,.44875,0,0,0,3,False,False,True,3.038575687,2.133848365,1,.854989333333333,1
4002,oqqfao,51,A3HC7AQFCYT5GJ,1684642,Right,35,HPDI,57,HCAPS,11,HASI,112,HDOSPERT,7.333333333,HSAM,4.833333333,0,1,2,0,5,.75,.714285714,.714285714,.285714286,2,3,12,HDTD,65,5,-3,4,6,52.5,2.5,-.77375,-.065,.47125,.17375,4.56,.415,0,0,0,3,False,False,True,1.133248991,2.667320106,1,2.216346,.866666666666667
4092,enxakb,58,AN098C29EGJ6,1685050,Right,0,LPDI,8,LCAPS,2,LASI,100,HDOSPERT,7.833333333,HSAM,4.916666667,0,1,3,50,5,1,1,.857142857,.142857143,0,0,13,HDTD,76,0,-1,0,-1,49.5,.5,-.2775,1.0475,.815,.325,3.77375,.41875,0,0,0,3,False,False,True,1.933284969,1.949084194,1,.998802,.933333333333333
1669,nbokjb,429,A2LF84L3K71GR2,1685069,Left,29,HPDI,38,HCAPS,9,HASI,103,HDOSPERT,5.166666667,LSAM,7.333333333,0,1,1,25,5,.75,.714285714,.857142857,.142857143,2,3,12,HDTD,96,-10,-7,0,-17,62.5,.5,-.68125,-.00375,.48625,.3675,4.335,.2925,0,0,0,3,False,False,True,1.391337398,.984300607,1,.752135666666667,.8
2771,pwkakc,214,A2SS3OZESN3C5U,1687518,Right,62,HPDI,100,HCAPS,25,HASI,139,HDOSPERT,6,HSAM,5.333333333,1,1,4,100,5,.5,.785714286,.714285714,.285714286,5,7,24,HDTD,90,0,0,0,0,50,0,-.4,.90125,.77125,.28125,4.315,.37375,0,0,0,3,False,False,True,.605408774,2.715387211,1,1.841503,.866666666666667
2681,yydevv,427,A1ODA3Q5H6HTDQ,1699890,Left,6,LPDI,0,LCAPS,0,LASI,75,LDOSPERT,6,HSAM,4.333333333,0,1,2,0,5,1,.642857143,.714285714,0,1,1,14,HDTD,71,0,0,0,0,51,.5,-.37875,1.115,.8425,.3025,4.1725,.48375,0,0,0,3,False,False,True,.788332354,2.529535143,1,1.93655566666667,.866666666666667
3674,maebir,107,ABSK9TAZ0NNRD,1700492,Right,48,HPDI,23,HCAPS,13,HASI,120,HDOSPERT,6.833333333,HSAM,4.416666667,1,1,1,25,3,.75,.642857143,.428571429,.428571429,3,4,9,LDTD,65,0,0,0,0,37,13,-.43125,1.8775,1.18125,.12625,4.86875,.79125,2,0,0,3,False,False,True,.634593919,2.954858851,1,2.36267683333333,.9
